cycle,state,modeldate,candidate_name,pct_trend_adjusted,winner
2008,National,2008-03-19,Barack Obama,45.20227,Barack Obama
2008,National,2008-03-20,John McCain,47.037813,Barack Obama
2008,National,2008-03-20,Barack Obama,45.198928,Barack Obama
2008,National,2008-03-21,John McCain,47.301904,Barack Obama
2008,National,2008-03-21,Barack Obama,44.894991,Barack Obama
2008,National,2008-03-22,John McCain,47.080269,Barack Obama
2008,National,2008-03-22,Barack Obama,45.353015,Barack Obama
2008,National,2008-03-23,John McCain,47.080269,Barack Obama
2008,National,2008-03-23,Barack Obama,45.353015,Barack Obama
2008,National,2008-03-24,John McCain,46.433283,Barack Obama
2008,National,2008-03-24,Barack Obama,44.497054,Barack Obama
2008,National,2008-03-25,John McCain,46.546959,Barack Obama
2008,National,2008-03-25,Barack Obama,44.321585,Barack Obama
2008,National,2008-03-26,John McCain,46.57859,Barack Obama
2008,National,2008-03-26,Barack Obama,44.260739,Barack Obama
2008,National,2008-03-27,John McCain,47.028796,Barack Obama
2008,National,2008-03-27,Barack Obama,44.236661,Barack Obama
2008,National,2008-03-28,John McCain,47.028796,Barack Obama
2008,National,2008-03-28,Barack Obama,44.236661,Barack Obama
2008,National,2008-03-29,John McCain,47.047988,Barack Obama
2008,National,2008-03-29,Barack Obama,44.18192,Barack Obama
2008,National,2008-03-30,John McCain,47.057374,Barack Obama
2008,National,2008-03-30,Barack Obama,44.165273,Barack Obama
2008,National,2008-03-31,John McCain,47.333014,Barack Obama
2008,National,2008-03-31,Barack Obama,43.933047,Barack Obama
2008,National,2008-04-01,John McCain,47.37253,Barack Obama
2008,National,2008-04-01,Barack Obama,44.002408,Barack Obama
2008,National,2008-04-02,John McCain,47.15077,Barack Obama
2008,National,2008-04-02,Barack Obama,44.134591,Barack Obama
2008,National,2008-04-03,John McCain,47.156825,Barack Obama
2008,National,2008-04-03,Barack Obama,44.115569,Barack Obama
2008,National,2008-04-04,John McCain,47.166353,Barack Obama
2008,National,2008-04-04,Barack Obama,44.097608,Barack Obama
2008,National,2008-04-05,John McCain,47.166991,Barack Obama
2008,National,2008-04-05,Barack Obama,44.09807,Barack Obama
2008,National,2008-04-06,John McCain,46.988106,Barack Obama
2008,National,2008-04-06,Barack Obama,44.444479,Barack Obama
2008,National,2008-04-07,John McCain,47.113266,Barack Obama
2008,National,2008-04-07,Barack Obama,44.437308,Barack Obama
2008,National,2008-04-08,John McCain,47.225162,Barack Obama
2008,National,2008-04-08,Barack Obama,44.325831,Barack Obama
2008,National,2008-04-09,John McCain,47.343159,Barack Obama
2008,National,2008-04-09,Barack Obama,44.667877,Barack Obama
2008,National,2008-04-10,John McCain,47.335067,Barack Obama
2008,National,2008-04-10,Barack Obama,44.752225,Barack Obama
2008,National,2008-04-11,John McCain,46.897891,Barack Obama
2008,National,2008-04-11,Barack Obama,45.074293,Barack Obama
2008,National,2008-04-12,John McCain,46.188311,Barack Obama
2008,National,2008-04-12,Barack Obama,44.681326,Barack Obama
2008,National,2008-04-13,John McCain,46.096551,Barack Obama
2008,National,2008-04-13,Barack Obama,45.402182,Barack Obama
2008,National,2008-04-14,John McCain,45.256616,Barack Obama
2008,National,2008-04-14,Barack Obama,44.515008,Barack Obama
2008,National,2008-04-15,John McCain,45.277232,Barack Obama
2008,National,2008-04-15,Barack Obama,44.495993,Barack Obama
2008,National,2008-04-16,John McCain,45.498774,Barack Obama
2008,National,2008-04-16,Barack Obama,44.444319,Barack Obama
2008,National,2008-04-17,John McCain,45.560436,Barack Obama
2008,National,2008-04-17,Barack Obama,45.292907,Barack Obama
2008,National,2008-04-18,John McCain,45.534227,Barack Obama
2008,National,2008-04-18,Barack Obama,45.28754,Barack Obama
2008,National,2008-04-19,John McCain,45.534227,Barack Obama
2008,National,2008-04-19,Barack Obama,45.28754,Barack Obama
2008,National,2008-04-20,John McCain,45.549879,Barack Obama
2008,National,2008-04-20,Barack Obama,45.518552,Barack Obama
2008,National,2008-04-21,John McCain,45.551361,Barack Obama
2008,National,2008-04-21,Barack Obama,45.601222,Barack Obama
2008,National,2008-04-22,John McCain,45.782185,Barack Obama
2008,National,2008-04-22,Barack Obama,45.486161,Barack Obama
2008,National,2008-04-23,John McCain,45.818028,Barack Obama
2008,National,2008-04-23,Barack Obama,45.429071,Barack Obama
2008,National,2008-04-24,John McCain,45.828161,Barack Obama
2008,National,2008-04-24,Barack Obama,45.405781,Barack Obama
2008,National,2008-04-25,John McCain,45.731738,Barack Obama
2008,National,2008-04-25,Barack Obama,45.736613,Barack Obama
2008,National,2008-04-26,John McCain,45.757886,Barack Obama
2008,National,2008-04-26,Barack Obama,46.012361,Barack Obama
2008,National,2008-04-27,John McCain,46.010934,Barack Obama
2008,National,2008-04-27,Barack Obama,46.500683,Barack Obama
2008,National,2008-04-28,John McCain,45.901553,Barack Obama
2008,National,2008-04-28,Barack Obama,46.569321,Barack Obama
2008,National,2008-04-29,John McCain,46.316891,Barack Obama
2008,National,2008-04-29,Barack Obama,46.164777,Barack Obama
2008,National,2008-04-30,John McCain,46.323884,Barack Obama
2008,National,2008-04-30,Barack Obama,46.28847,Barack Obama
2008,National,2008-05-01,John McCain,46.609771,Barack Obama
2008,National,2008-05-01,Barack Obama,46.071269,Barack Obama
2008,National,2008-05-02,John McCain,46.445686,Barack Obama
2008,National,2008-05-02,Barack Obama,46.058092,Barack Obama
2008,National,2008-05-03,John McCain,45.960169,Barack Obama
2008,National,2008-05-03,Barack Obama,46.413225,Barack Obama
2008,National,2008-05-04,John McCain,45.857853,Barack Obama
2008,National,2008-05-04,Barack Obama,46.34918,Barack Obama
2008,National,2008-05-05,John McCain,45.853185,Barack Obama
2008,National,2008-05-05,Barack Obama,46.348271,Barack Obama
2008,National,2008-05-06,John McCain,45.939433,Barack Obama
2008,National,2008-05-06,Barack Obama,46.263924,Barack Obama
2008,National,2008-05-07,John McCain,45.923949,Barack Obama
2008,National,2008-05-07,Barack Obama,46.272514,Barack Obama
2008,National,2008-05-08,John McCain,45.3458,Barack Obama
2008,National,2008-05-08,Barack Obama,46.750306,Barack Obama
2008,National,2008-05-09,John McCain,45.345141,Barack Obama
2008,National,2008-05-09,Barack Obama,46.748432,Barack Obama
2008,National,2008-05-10,John McCain,44.975862,Barack Obama
2008,National,2008-05-10,Barack Obama,46.974905,Barack Obama
2008,National,2008-05-11,John McCain,45.151997,Barack Obama
2008,National,2008-05-11,Barack Obama,47.454874,Barack Obama
2008,National,2008-05-12,John McCain,44.849357,Barack Obama
2008,National,2008-05-12,Barack Obama,47.599487,Barack Obama
2008,National,2008-05-13,John McCain,44.804286,Barack Obama
2008,National,2008-05-13,Barack Obama,47.69132,Barack Obama
2008,National,2008-05-14,John McCain,44.986699,Barack Obama
2008,National,2008-05-14,Barack Obama,47.855285,Barack Obama
2008,National,2008-05-15,John McCain,44.717854,Barack Obama
2008,National,2008-05-15,Barack Obama,47.491824,Barack Obama
2008,National,2008-05-16,John McCain,44.986311,Barack Obama
2008,National,2008-05-16,Barack Obama,47.169682,Barack Obama
2008,National,2008-05-17,John McCain,44.983461,Barack Obama
2008,National,2008-05-17,Barack Obama,47.1658,Barack Obama
2008,National,2008-05-18,John McCain,43.895618,Barack Obama
2008,National,2008-05-18,Barack Obama,47.441051,Barack Obama
2008,National,2008-05-19,John McCain,43.767575,Barack Obama
2008,National,2008-05-19,Barack Obama,46.947866,Barack Obama
2008,National,2008-05-20,John McCain,43.754524,Barack Obama
2008,National,2008-05-20,Barack Obama,46.960479,Barack Obama
2008,National,2008-05-21,John McCain,43.705674,Barack Obama
2008,National,2008-05-21,Barack Obama,47.187477,Barack Obama
2008,National,2008-05-22,John McCain,44.160628,Barack Obama
2008,National,2008-05-22,Barack Obama,47.055723,Barack Obama
2008,National,2008-05-23,John McCain,44.160628,Barack Obama
2008,National,2008-05-23,Barack Obama,47.055723,Barack Obama
2008,National,2008-05-24,John McCain,44.302135,Barack Obama
2008,National,2008-05-24,Barack Obama,46.807818,Barack Obama
2008,National,2008-05-25,John McCain,44.500874,Barack Obama
2008,National,2008-05-25,Barack Obama,46.677228,Barack Obama
2008,National,2008-05-26,John McCain,44.62681,Barack Obama
2008,National,2008-05-26,Barack Obama,46.542529,Barack Obama
2008,National,2008-05-27,John McCain,44.824147,Barack Obama
2008,National,2008-05-27,Barack Obama,46.505628,Barack Obama
2008,National,2008-05-28,John McCain,45.111668,Barack Obama
2008,National,2008-05-28,Barack Obama,45.993415,Barack Obama
2008,National,2008-05-29,John McCain,45.092831,Barack Obama
2008,National,2008-05-29,Barack Obama,46.014765,Barack Obama
2008,National,2008-05-30,John McCain,45.092831,Barack Obama
2008,National,2008-05-30,Barack Obama,46.014765,Barack Obama
2008,National,2008-05-31,John McCain,45.207197,Barack Obama
2008,National,2008-05-31,Barack Obama,45.675655,Barack Obama
2008,National,2008-06-01,John McCain,45.235739,Barack Obama
2008,National,2008-06-01,Barack Obama,45.823265,Barack Obama
2008,National,2008-06-02,John McCain,45.230577,Barack Obama
2008,National,2008-06-02,Barack Obama,45.849152,Barack Obama
2008,National,2008-06-03,John McCain,45.231475,Barack Obama
2008,National,2008-06-03,Barack Obama,45.899364,Barack Obama
2008,National,2008-06-04,John McCain,45.915602,Barack Obama
2008,National,2008-06-04,Barack Obama,46.271993,Barack Obama
2008,National,2008-06-05,John McCain,45.373629,Barack Obama
2008,National,2008-06-05,Barack Obama,46.27718,Barack Obama
2008,National,2008-06-06,John McCain,45.586972,Barack Obama
2008,National,2008-06-06,Barack Obama,46.222377,Barack Obama
2008,National,2008-06-07,John McCain,45.079259,Barack Obama
2008,National,2008-06-07,Barack Obama,47.218038,Barack Obama
2008,National,2008-06-08,John McCain,44.75246,Barack Obama
2008,National,2008-06-08,Barack Obama,46.373465,Barack Obama
2008,National,2008-06-09,John McCain,44.15561,Barack Obama
2008,National,2008-06-09,Barack Obama,46.832411,Barack Obama
2008,National,2008-06-10,John McCain,44.127202,Barack Obama
2008,National,2008-06-10,Barack Obama,46.98203,Barack Obama
2008,National,2008-06-11,John McCain,43.179365,Barack Obama
2008,National,2008-06-11,Barack Obama,46.472227,Barack Obama
2008,National,2008-06-12,John McCain,43.205371,Barack Obama
2008,National,2008-06-12,Barack Obama,46.408432,Barack Obama
2008,National,2008-06-13,John McCain,42.732671,Barack Obama
2008,National,2008-06-13,Barack Obama,46.413747,Barack Obama
2008,National,2008-06-14,John McCain,42.668233,Barack Obama
2008,National,2008-06-14,Barack Obama,46.444902,Barack Obama
2008,National,2008-06-15,John McCain,43.217125,Barack Obama
2008,National,2008-06-15,Barack Obama,46.176071,Barack Obama
2008,National,2008-06-16,John McCain,43.222026,Barack Obama
2008,National,2008-06-16,Barack Obama,46.206619,Barack Obama
2008,National,2008-06-17,John McCain,42.956497,Barack Obama
2008,National,2008-06-17,Barack Obama,45.870497,Barack Obama
2008,National,2008-06-18,John McCain,42.71296,Barack Obama
2008,National,2008-06-18,Barack Obama,45.631245,Barack Obama
2008,National,2008-06-19,John McCain,42.319216,Barack Obama
2008,National,2008-06-19,Barack Obama,46.286981,Barack Obama
2008,National,2008-06-20,John McCain,42.319099,Barack Obama
2008,National,2008-06-20,Barack Obama,46.288147,Barack Obama
2008,National,2008-06-21,John McCain,42.319947,Barack Obama
2008,National,2008-06-21,Barack Obama,46.288026,Barack Obama
2008,National,2008-06-22,John McCain,41.826837,Barack Obama
2008,National,2008-06-22,Barack Obama,46.188613,Barack Obama
2008,National,2008-06-23,John McCain,41.16626,Barack Obama
2008,National,2008-06-23,Barack Obama,46.400134,Barack Obama
2008,National,2008-06-24,John McCain,41.179906,Barack Obama
2008,National,2008-06-24,Barack Obama,46.411053,Barack Obama
2008,National,2008-06-25,John McCain,41.606177,Barack Obama
2008,National,2008-06-25,Barack Obama,46.350633,Barack Obama
2008,National,2008-06-26,John McCain,41.615517,Barack Obama
2008,National,2008-06-26,Barack Obama,46.348197,Barack Obama
2008,National,2008-06-27,John McCain,41.618693,Barack Obama
2008,National,2008-06-27,Barack Obama,46.349337,Barack Obama
2008,National,2008-06-28,John McCain,41.408657,Barack Obama
2008,National,2008-06-28,Barack Obama,46.591557,Barack Obama
2008,National,2008-06-29,John McCain,41.493657,Barack Obama
2008,National,2008-06-29,Barack Obama,46.696914,Barack Obama
2008,National,2008-06-30,John McCain,41.511551,Barack Obama
2008,National,2008-06-30,Barack Obama,46.673966,Barack Obama
2008,National,2008-07-01,John McCain,41.466175,Barack Obama
2008,National,2008-07-01,Barack Obama,46.857551,Barack Obama
2008,National,2008-07-02,John McCain,41.260721,Barack Obama
2008,National,2008-07-02,Barack Obama,46.522006,Barack Obama
2008,National,2008-07-03,John McCain,41.260721,Barack Obama
2008,National,2008-07-03,Barack Obama,46.522006,Barack Obama
2008,National,2008-07-04,John McCain,41.260721,Barack Obama
2008,National,2008-07-04,Barack Obama,46.522006,Barack Obama
2008,National,2008-07-05,John McCain,41.260143,Barack Obama
2008,National,2008-07-05,Barack Obama,46.504478,Barack Obama
2008,National,2008-07-06,John McCain,41.185075,Barack Obama
2008,National,2008-07-06,Barack Obama,46.788724,Barack Obama
2008,National,2008-07-07,John McCain,41.057646,Barack Obama
2008,National,2008-07-07,Barack Obama,47.021647,Barack Obama
2008,National,2008-07-08,John McCain,41.071057,Barack Obama
2008,National,2008-07-08,Barack Obama,47.036864,Barack Obama
2008,National,2008-07-09,John McCain,41.372945,Barack Obama
2008,National,2008-07-09,Barack Obama,46.718559,Barack Obama
2008,National,2008-07-10,John McCain,41.872776,Barack Obama
2008,National,2008-07-10,Barack Obama,46.269456,Barack Obama
2008,National,2008-07-11,John McCain,41.522919,Barack Obama
2008,National,2008-07-11,Barack Obama,45.666063,Barack Obama
2008,National,2008-07-12,John McCain,41.600518,Barack Obama
2008,National,2008-07-12,Barack Obama,45.667664,Barack Obama
2008,National,2008-07-13,John McCain,42.032614,Barack Obama
2008,National,2008-07-13,Barack Obama,46.499472,Barack Obama
2008,National,2008-07-14,John McCain,42.06589,Barack Obama
2008,National,2008-07-14,Barack Obama,46.261051,Barack Obama
2008,National,2008-07-15,John McCain,42.120689,Barack Obama
2008,National,2008-07-15,Barack Obama,46.334289,Barack Obama
2008,National,2008-07-16,John McCain,42.20812,Barack Obama
2008,National,2008-07-16,Barack Obama,46.321857,Barack Obama
2008,National,2008-07-17,John McCain,42.104594,Barack Obama
2008,National,2008-07-17,Barack Obama,46.26557,Barack Obama
2008,National,2008-07-18,John McCain,42.193495,Barack Obama
2008,National,2008-07-18,Barack Obama,46.18591,Barack Obama
2008,National,2008-07-19,John McCain,42.323979,Barack Obama
2008,National,2008-07-19,Barack Obama,46.199037,Barack Obama
2008,National,2008-07-20,John McCain,42.26669,Barack Obama
2008,National,2008-07-20,Barack Obama,46.223262,Barack Obama
2008,National,2008-07-21,John McCain,42.140857,Barack Obama
2008,National,2008-07-21,Barack Obama,46.358104,Barack Obama
2008,National,2008-07-22,John McCain,42.254156,Barack Obama
2008,National,2008-07-22,Barack Obama,46.381082,Barack Obama
2008,National,2008-07-23,John McCain,41.789115,Barack Obama
2008,National,2008-07-23,Barack Obama,45.880835,Barack Obama
2008,National,2008-07-24,John McCain,41.863868,Barack Obama
2008,National,2008-07-24,Barack Obama,46.07372,Barack Obama
2008,National,2008-07-25,John McCain,41.86812,Barack Obama
2008,National,2008-07-25,Barack Obama,46.187552,Barack Obama
2008,National,2008-07-26,John McCain,41.86812,Barack Obama
2008,National,2008-07-26,Barack Obama,46.187552,Barack Obama
2008,National,2008-07-27,John McCain,42.40745,Barack Obama
2008,National,2008-07-27,Barack Obama,46.053439,Barack Obama
2008,National,2008-07-28,John McCain,42.560595,Barack Obama
2008,National,2008-07-28,Barack Obama,46.064194,Barack Obama
2008,National,2008-07-29,John McCain,42.4825,Barack Obama
2008,National,2008-07-29,Barack Obama,46.333387,Barack Obama
2008,National,2008-07-30,John McCain,42.781125,Barack Obama
2008,National,2008-07-30,Barack Obama,46.224125,Barack Obama
2008,National,2008-07-31,John McCain,42.930596,Barack Obama
2008,National,2008-07-31,Barack Obama,46.252492,Barack Obama
2008,National,2008-08-01,John McCain,42.96503,Barack Obama
2008,National,2008-08-01,Barack Obama,45.800255,Barack Obama
2008,National,2008-08-02,John McCain,43.3077,Barack Obama
2008,National,2008-08-02,Barack Obama,45.697654,Barack Obama
2008,National,2008-08-03,John McCain,43.574104,Barack Obama
2008,National,2008-08-03,Barack Obama,45.675219,Barack Obama
2008,National,2008-08-04,John McCain,43.337611,Barack Obama
2008,National,2008-08-04,Barack Obama,45.609798,Barack Obama
2008,National,2008-08-05,John McCain,43.368229,Barack Obama
2008,National,2008-08-05,Barack Obama,45.564426,Barack Obama
2008,National,2008-08-06,John McCain,43.467713,Barack Obama
2008,National,2008-08-06,Barack Obama,45.580258,Barack Obama
2008,National,2008-08-07,John McCain,42.939369,Barack Obama
2008,National,2008-08-07,Barack Obama,45.719442,Barack Obama
2008,National,2008-08-08,John McCain,43.045528,Barack Obama
2008,National,2008-08-08,Barack Obama,45.78109,Barack Obama
2008,National,2008-08-09,John McCain,42.902556,Barack Obama
2008,National,2008-08-09,Barack Obama,45.724954,Barack Obama
2008,National,2008-08-10,John McCain,43.018584,Barack Obama
2008,National,2008-08-10,Barack Obama,45.625521,Barack Obama
2008,National,2008-08-11,John McCain,43.12041,Barack Obama
2008,National,2008-08-11,Barack Obama,45.67674,Barack Obama
2008,National,2008-08-12,John McCain,43.201573,Barack Obama
2008,National,2008-08-12,Barack Obama,45.770231,Barack Obama
2008,National,2008-08-13,John McCain,43.270579,Barack Obama
2008,National,2008-08-13,Barack Obama,45.691373,Barack Obama
2008,National,2008-08-14,John McCain,43.649693,Barack Obama
2008,National,2008-08-14,Barack Obama,45.522805,Barack Obama
2008,National,2008-08-15,John McCain,43.703118,Barack Obama
2008,National,2008-08-15,Barack Obama,45.510202,Barack Obama
2008,National,2008-08-16,John McCain,43.804384,Barack Obama
2008,National,2008-08-16,Barack Obama,45.375295,Barack Obama
2008,National,2008-08-17,John McCain,43.655434,Barack Obama
2008,National,2008-08-17,Barack Obama,45.480077,Barack Obama
2008,National,2008-08-18,John McCain,43.803342,Barack Obama
2008,National,2008-08-18,Barack Obama,45.374751,Barack Obama
2008,National,2008-08-19,John McCain,43.870156,Barack Obama
2008,National,2008-08-19,Barack Obama,45.293274,Barack Obama
2008,National,2008-08-20,John McCain,43.784652,Barack Obama
2008,National,2008-08-20,Barack Obama,45.02963,Barack Obama
2008,National,2008-08-21,John McCain,43.758288,Barack Obama
2008,National,2008-08-21,Barack Obama,45.063424,Barack Obama
2008,National,2008-08-22,John McCain,43.582761,Barack Obama
2008,National,2008-08-22,Barack Obama,45.229557,Barack Obama
2008,National,2008-08-23,John McCain,43.51719,Barack Obama
2008,National,2008-08-23,Barack Obama,45.314852,Barack Obama
2008,National,2008-08-24,John McCain,43.853152,Barack Obama
2008,National,2008-08-24,Barack Obama,45.368195,Barack Obama
2008,National,2008-08-25,John McCain,43.853152,Barack Obama
2008,National,2008-08-25,Barack Obama,45.368195,Barack Obama
2008,National,2008-08-26,John McCain,43.755366,Barack Obama
2008,National,2008-08-26,Barack Obama,45.284534,Barack Obama
2008,National,2008-08-27,John McCain,44.126376,Barack Obama
2008,National,2008-08-27,Barack Obama,45.538256,Barack Obama
2008,National,2008-08-28,John McCain,44.126376,Barack Obama
2008,National,2008-08-28,Barack Obama,45.538256,Barack Obama
2008,National,2008-08-29,John McCain,43.071468,Barack Obama
2008,National,2008-08-29,Barack Obama,47.326051,Barack Obama
2008,National,2008-08-30,John McCain,44.850856,Barack Obama
2008,National,2008-08-30,Barack Obama,47.354128,Barack Obama
2008,National,2008-08-31,John McCain,44.360658,Barack Obama
2008,National,2008-08-31,Barack Obama,47.602243,Barack Obama
2008,National,2008-09-01,John McCain,44.086103,Barack Obama
2008,National,2008-09-01,Barack Obama,48.04211,Barack Obama
2008,National,2008-09-02,John McCain,44.096785,Barack Obama
2008,National,2008-09-02,Barack Obama,48.03442,Barack Obama
2008,National,2008-09-03,John McCain,43.445658,Barack Obama
2008,National,2008-09-03,Barack Obama,47.65296,Barack Obama
2008,National,2008-09-04,John McCain,43.462142,Barack Obama
2008,National,2008-09-04,Barack Obama,47.446966,Barack Obama
2008,National,2008-09-05,John McCain,43.224061,Barack Obama
2008,National,2008-09-05,Barack Obama,46.799478,Barack Obama
2008,National,2008-09-06,John McCain,46.55095,Barack Obama
2008,National,2008-09-06,Barack Obama,46.804551,Barack Obama
2008,National,2008-09-07,John McCain,46.808207,Barack Obama
2008,National,2008-09-07,Barack Obama,46.126495,Barack Obama
2008,National,2008-09-08,John McCain,46.872105,Barack Obama
2008,National,2008-09-08,Barack Obama,46.059222,Barack Obama
2008,National,2008-09-09,John McCain,46.892484,Barack Obama
2008,National,2008-09-09,Barack Obama,45.680559,Barack Obama
2008,National,2008-09-10,John McCain,47.014988,Barack Obama
2008,National,2008-09-10,Barack Obama,45.473104,Barack Obama
2008,National,2008-09-11,John McCain,47.063542,Barack Obama
2008,National,2008-09-11,Barack Obama,45.3693,Barack Obama
2008,National,2008-09-12,John McCain,47.143631,Barack Obama
2008,National,2008-09-12,Barack Obama,45.303404,Barack Obama
2008,National,2008-09-13,John McCain,47.134632,Barack Obama
2008,National,2008-09-13,Barack Obama,45.318859,Barack Obama
2008,National,2008-09-14,John McCain,47.065419,Barack Obama
2008,National,2008-09-14,Barack Obama,45.245761,Barack Obama
2008,National,2008-09-15,John McCain,47.071965,Barack Obama
2008,National,2008-09-15,Barack Obama,45.290733,Barack Obama
2008,National,2008-09-16,John McCain,46.914427,Barack Obama
2008,National,2008-09-16,Barack Obama,45.618382,Barack Obama
2008,National,2008-09-17,John McCain,46.950495,Barack Obama
2008,National,2008-09-17,Barack Obama,45.667009,Barack Obama
2008,National,2008-09-18,John McCain,46.932744,Barack Obama
2008,National,2008-09-18,Barack Obama,45.756477,Barack Obama
2008,National,2008-09-19,John McCain,46.936657,Barack Obama
2008,National,2008-09-19,Barack Obama,45.782669,Barack Obama
2008,National,2008-09-20,John McCain,46.747538,Barack Obama
2008,National,2008-09-20,Barack Obama,45.862261,Barack Obama
2008,National,2008-09-21,John McCain,46.688747,Barack Obama
2008,National,2008-09-21,Barack Obama,46.185328,Barack Obama
2008,National,2008-09-22,John McCain,46.28811,Barack Obama
2008,National,2008-09-22,Barack Obama,46.665068,Barack Obama
2008,National,2008-09-23,John McCain,45.848423,Barack Obama
2008,National,2008-09-23,Barack Obama,46.753057,Barack Obama
2008,National,2008-09-24,John McCain,45.677286,Barack Obama
2008,National,2008-09-24,Barack Obama,46.819307,Barack Obama
2008,National,2008-09-25,John McCain,45.676354,Barack Obama
2008,National,2008-09-25,Barack Obama,46.786604,Barack Obama
2008,National,2008-09-26,John McCain,45.66799,Barack Obama
2008,National,2008-09-26,Barack Obama,46.804383,Barack Obama
2008,National,2008-09-27,John McCain,44.876124,Barack Obama
2008,National,2008-09-27,Barack Obama,47.74718,Barack Obama
2008,National,2008-09-28,John McCain,44.455125,Barack Obama
2008,National,2008-09-28,Barack Obama,48.23088,Barack Obama
2008,National,2008-09-29,John McCain,44.568287,Barack Obama
2008,National,2008-09-29,Barack Obama,47.861415,Barack Obama
2008,National,2008-09-30,John McCain,44.063206,Barack Obama
2008,National,2008-09-30,Barack Obama,48.086169,Barack Obama
2008,National,2008-10-01,John McCain,43.894541,Barack Obama
2008,National,2008-10-01,Barack Obama,48.243723,Barack Obama
2008,National,2008-10-02,John McCain,43.837212,Barack Obama
2008,National,2008-10-02,Barack Obama,48.339639,Barack Obama
2008,National,2008-10-03,John McCain,43.724521,Barack Obama
2008,National,2008-10-03,Barack Obama,48.470935,Barack Obama
2008,National,2008-10-04,John McCain,43.001291,Barack Obama
2008,National,2008-10-04,Barack Obama,49.004669,Barack Obama
2008,National,2008-10-05,John McCain,43.266144,Barack Obama
2008,National,2008-10-05,Barack Obama,48.824289,Barack Obama
2008,National,2008-10-06,John McCain,43.340767,Barack Obama
2008,National,2008-10-06,Barack Obama,48.894227,Barack Obama
2008,National,2008-10-07,John McCain,43.359425,Barack Obama
2008,National,2008-10-07,Barack Obama,48.927388,Barack Obama
2008,National,2008-10-08,John McCain,42.594238,Barack Obama
2008,National,2008-10-08,Barack Obama,49.219188,Barack Obama
2008,National,2008-10-09,John McCain,42.28729,Barack Obama
2008,National,2008-10-09,Barack Obama,49.7644,Barack Obama
2008,National,2008-10-10,John McCain,42.238907,Barack Obama
2008,National,2008-10-10,Barack Obama,49.986207,Barack Obama
2008,National,2008-10-11,John McCain,42.14821,Barack Obama
2008,National,2008-10-11,Barack Obama,50.092535,Barack Obama
2008,National,2008-10-12,John McCain,42.118653,Barack Obama
2008,National,2008-10-12,Barack Obama,49.969804,Barack Obama
2008,National,2008-10-13,John McCain,42.044068,Barack Obama
2008,National,2008-10-13,Barack Obama,49.779975,Barack Obama
2008,National,2008-10-14,John McCain,42.059682,Barack Obama
2008,National,2008-10-14,Barack Obama,49.773132,Barack Obama
2008,National,2008-10-15,John McCain,42.020405,Barack Obama
2008,National,2008-10-15,Barack Obama,49.767553,Barack Obama
2008,National,2008-10-16,John McCain,42.463536,Barack Obama
2008,National,2008-10-16,Barack Obama,49.25994,Barack Obama
2008,National,2008-10-17,John McCain,42.662331,Barack Obama
2008,National,2008-10-17,Barack Obama,49.150583,Barack Obama
2008,National,2008-10-18,John McCain,41.93703,Barack Obama
2008,National,2008-10-18,Barack Obama,49.472058,Barack Obama
2008,National,2008-10-19,John McCain,42.354421,Barack Obama
2008,National,2008-10-19,Barack Obama,49.604872,Barack Obama
2008,National,2008-10-20,John McCain,42.70957,Barack Obama
2008,National,2008-10-20,Barack Obama,49.483328,Barack Obama
2008,National,2008-10-21,John McCain,42.494339,Barack Obama
2008,National,2008-10-21,Barack Obama,49.851985,Barack Obama
2008,National,2008-10-22,John McCain,42.55542,Barack Obama
2008,National,2008-10-22,Barack Obama,49.998211,Barack Obama
2008,National,2008-10-23,John McCain,42.3618,Barack Obama
2008,National,2008-10-23,Barack Obama,50.244232,Barack Obama
2008,National,2008-10-24,John McCain,42.569616,Barack Obama
2008,National,2008-10-24,Barack Obama,50.117103,Barack Obama
2008,National,2008-10-25,John McCain,42.671975,Barack Obama
2008,National,2008-10-25,Barack Obama,50.115052,Barack Obama
2008,National,2008-10-26,John McCain,42.664333,Barack Obama
2008,National,2008-10-26,Barack Obama,50.112395,Barack Obama
2008,National,2008-10-27,John McCain,43.11548,Barack Obama
2008,National,2008-10-27,Barack Obama,50.271965,Barack Obama
2008,National,2008-10-28,John McCain,43.248934,Barack Obama
2008,National,2008-10-28,Barack Obama,50.224496,Barack Obama
2008,National,2008-10-29,John McCain,43.163222,Barack Obama
2008,National,2008-10-29,Barack Obama,50.137969,Barack Obama
2008,National,2008-10-30,John McCain,43.276155,Barack Obama
2008,National,2008-10-30,Barack Obama,50.15984,Barack Obama
2008,National,2008-10-31,John McCain,43.425501,Barack Obama
2008,National,2008-10-31,Barack Obama,50.282559,Barack Obama
2008,National,2008-11-01,John McCain,43.853256,Barack Obama
2008,National,2008-11-01,Barack Obama,50.526702,Barack Obama
2008,National,2008-11-02,John McCain,43.768313,Barack Obama
2008,National,2008-11-02,Barack Obama,50.730523,Barack Obama
2008,National,2008-11-03,John McCain,43.909358,Barack Obama
2008,National,2008-11-03,Barack Obama,51.000266,Barack Obama
2008,National,2008-11-04,John McCain,43.909358,Barack Obama
2008,National,2008-11-04,Barack Obama,51.000266,Barack Obama
2004,National,2004-02-26,George W. Bush,45.979978,George W. Bush
2004,National,2004-02-26,John Kerry,49.035028,George W. Bush
2004,National,2004-02-27,George W. Bush,46.097905,George W. Bush
2004,National,2004-02-27,John Kerry,48.967691,George W. Bush
