year,election_date,start_date,date,event_type
2020,2020-11-03,2020-08-03,2020-09-05,election_window
2020,2020-11-03,2020-08-03,2020-09-06,election_window
2020,2020-11-03,2020-08-03,2020-09-07,election_window
2020,2020-11-03,2020-08-03,2020-09-08,election_window
2020,2020-11-03,2020-08-03,2020-09-09,election_window
2020,2020-11-03,2020-08-03,2020-09-10,election_window
2020,2020-11-03,2020-08-03,2020-09-11,election_window
2020,2020-11-03,2020-08-03,2020-09-12,election_window
2020,2020-11-03,2020-08-03,2020-09-13,election_window
2020,2020-11-03,2020-08-03,2020-09-14,election_window
2020,2020-11-03,2020-08-03,2020-09-15,election_window
2020,2020-11-03,2020-08-03,2020-09-16,election_window
2020,2020-11-03,2020-08-03,2020-09-17,election_window
2020,2020-11-03,2020-08-03,2020-09-18,election_window
2020,2020-11-03,2020-08-03,2020-09-19,election_window
2020,2020-11-03,2020-08-03,2020-09-20,election_window
2020,2020-11-03,2020-08-03,2020-09-21,election_window
2020,2020-11-03,2020-08-03,2020-09-22,election_window
2020,2020-11-03,2020-08-03,2020-09-23,election_window
2020,2020-11-03,2020-08-03,2020-09-24,election_window
2020,2020-11-03,2020-08-03,2020-09-25,election_window
2020,2020-11-03,2020-08-03,2020-09-26,election_window
2020,2020-11-03,2020-08-03,2020-09-27,election_window
2020,2020-11-03,2020-08-03,2020-09-28,election_window
2020,2020-11-03,2020-08-03,2020-09-29,election_window
2020,2020-11-03,2020-08-03,2020-09-30,election_window
2020,2020-11-03,2020-08-03,2020-10-01,election_window
2020,2020-11-03,2020-08-03,2020-10-02,election_window
2020,2020-11-03,2020-08-03,2020-10-03,election_window
2020,2020-11-03,2020-08-03,2020-10-04,election_window
2020,2020-11-03,2020-08-03,2020-10-05,election_window
2020,2020-11-03,2020-08-03,2020-10-06,election_window
2020,2020-11-03,2020-08-03,2020-10-07,election_window
2020,2020-11-03,2020-08-03,2020-10-08,election_window
2020,2020-11-03,2020-08-03,2020-10-09,election_window
2020,2020-11-03,2020-08-03,2020-10-10,election_window
2020,2020-11-03,2020-08-03,2020-10-11,election_window
2020,2020-11-03,2020-08-03,2020-10-12,election_window
2020,2020-11-03,2020-08-03,2020-10-13,election_window
2020,2020-11-03,2020-08-03,2020-10-14,election_window
2020,2020-11-03,2020-08-03,2020-10-15,election_window
2020,2020-11-03,2020-08-03,2020-10-16,election_window
2020,2020-11-03,2020-08-03,2020-10-17,election_window
2020,2020-11-03,2020-08-03,2020-10-18,election_window
2020,2020-11-03,2020-08-03,2020-10-19,election_window
2020,2020-11-03,2020-08-03,2020-10-20,election_window
2020,2020-11-03,2020-08-03,2020-10-21,election_window
2020,2020-11-03,2020-08-03,2020-10-22,election_window
2020,2020-11-03,2020-08-03,2020-10-23,election_window
2020,2020-11-03,2020-08-03,2020-10-24,election_window
2020,2020-11-03,2020-08-03,2020-10-25,election_window
2020,2020-11-03,2020-08-03,2020-10-26,election_window
2020,2020-11-03,2020-08-03,2020-10-27,election_window
2020,2020-11-03,2020-08-03,2020-10-28,election_window
2020,2020-11-03,2020-08-03,2020-10-29,election_window
2020,2020-11-03,2020-08-03,2020-10-30,election_window
2020,2020-11-03,2020-08-03,2020-10-31,election_window
2020,2020-11-03,2020-08-03,2020-11-01,election_window
2020,2020-11-03,2020-08-03,2020-11-02,election_window
2020,2020-11-03,2020-08-03,2020-11-03,election_window
2024,2024-11-05,2024-08-05,2024-08-05,election_window
2024,2024-11-05,2024-08-05,2024-08-06,election_window
2024,2024-11-05,2024-08-05,2024-08-07,election_window
2024,2024-11-05,2024-08-05,2024-08-08,election_window
2024,2024-11-05,2024-08-05,2024-08-09,election_window
2024,2024-11-05,2024-08-05,2024-08-10,election_window
2024,2024-11-05,2024-08-05,2024-08-11,election_window
2024,2024-11-05,2024-08-05,2024-08-12,election_window
2024,2024-11-05,2024-08-05,2024-08-13,election_window
2024,2024-11-05,2024-08-05,2024-08-14,election_window
2024,2024-11-05,2024-08-05,2024-08-15,election_window
2024,2024-11-05,2024-08-05,2024-08-16,election_window
2024,2024-11-05,2024-08-05,2024-08-17,election_window
2024,2024-11-05,2024-08-05,2024-08-18,election_window
2024,2024-11-05,2024-08-05,2024-08-19,election_window
2024,2024-11-05,2024-08-05,2024-08-20,election_window
2024,2024-11-05,2024-08-05,2024-08-21,election_window
2024,2024-11-05,2024-08-05,2024-08-22,election_window
2024,2024-11-05,2024-08-05,2024-08-23,election_window
2024,2024-11-05,2024-08-05,2024-08-24,election_window
2024,2024-11-05,2024-08-05,2024-08-25,election_window
2024,2024-11-05,2024-08-05,2024-08-26,election_window
2024,2024-11-05,2024-08-05,2024-08-27,election_window
2024,2024-11-05,2024-08-05,2024-08-28,election_window
2024,2024-11-05,2024-08-05,2024-08-29,election_window
2024,2024-11-05,2024-08-05,2024-08-30,election_window
2024,2024-11-05,2024-08-05,2024-08-31,election_window
2024,2024-11-05,2024-08-05,2024-09-01,election_window
2024,2024-11-05,2024-08-05,2024-09-02,election_window
2024,2024-11-05,2024-08-05,2024-09-03,election_window
2024,2024-11-05,2024-08-05,2024-09-04,election_window
2024,2024-11-05,2024-08-05,2024-09-05,election_window
2024,2024-11-05,2024-08-05,2024-09-06,election_window
2024,2024-11-05,2024-08-05,2024-09-07,election_window
2024,2024-11-05,2024-08-05,2024-09-08,election_window
2024,2024-11-05,2024-08-05,2024-09-09,election_window
2024,2024-11-05,2024-08-05,2024-09-10,election_window
2024,2024-11-05,2024-08-05,2024-09-11,election_window
2024,2024-11-05,2024-08-05,2024-09-12,election_window
2024,2024-11-05,2024-08-05,2024-09-13,election_window
2024,2024-11-05,2024-08-05,2024-09-14,election_window
2024,2024-11-05,2024-08-05,2024-09-15,election_window
2024,2024-11-05,2024-08-05,2024-09-16,election_window
2024,2024-11-05,2024-08-05,2024-09-17,election_window
2024,2024-11-05,2024-08-05,2024-09-18,election_window
2024,2024-11-05,2024-08-05,2024-09-19,election_window
2024,2024-11-05,2024-08-05,2024-09-20,election_window
2024,2024-11-05,2024-08-05,2024-09-21,election_window
2024,2024-11-05,2024-08-05,2024-09-22,election_window
2024,2024-11-05,2024-08-05,2024-09-23,election_window
2024,2024-11-05,2024-08-05,2024-09-24,election_window
2024,2024-11-05,2024-08-05,2024-09-25,election_window
2024,2024-11-05,2024-08-05,2024-09-26,election_window
2024,2024-11-05,2024-08-05,2024-09-27,election_window
2024,2024-11-05,2024-08-05,2024-09-28,election_window
2024,2024-11-05,2024-08-05,2024-09-29,election_window
2024,2024-11-05,2024-08-05,2024-09-30,election_window
2024,2024-11-05,2024-08-05,2024-10-01,election_window
2024,2024-11-05,2024-08-05,2024-10-02,election_window
2024,2024-11-05,2024-08-05,2024-10-03,election_window
2024,2024-11-05,2024-08-05,2024-10-04,election_window
2024,2024-11-05,2024-08-05,2024-10-05,election_window
2024,2024-11-05,2024-08-05,2024-10-06,election_window
2024,2024-11-05,2024-08-05,2024-10-07,election_window
2024,2024-11-05,2024-08-05,2024-10-08,election_window
2024,2024-11-05,2024-08-05,2024-10-09,election_window
2024,2024-11-05,2024-08-05,2024-10-10,election_window
2024,2024-11-05,2024-08-05,2024-10-11,election_window
2024,2024-11-05,2024-08-05,2024-10-12,election_window
2024,2024-11-05,2024-08-05,2024-10-13,election_window
2024,2024-11-05,2024-08-05,2024-10-14,election_window
2024,2024-11-05,2024-08-05,2024-10-15,election_window
2024,2024-11-05,2024-08-05,2024-10-16,election_window
2024,2024-11-05,2024-08-05,2024-10-17,election_window
2024,2024-11-05,2024-08-05,2024-10-18,election_window
2024,2024-11-05,2024-08-05,2024-10-19,election_window
2024,2024-11-05,2024-08-05,2024-10-20,election_window
2024,2024-11-05,2024-08-05,2024-10-21,election_window
2024,2024-11-05,2024-08-05,2024-10-22,election_window
2024,2024-11-05,2024-08-05,2024-10-23,election_window
2024,2024-11-05,2024-08-05,2024-10-24,election_window
2024,2024-11-05,2024-08-05,2024-10-25,election_window
2024,2024-11-05,2024-08-05,2024-10-26,election_window
2024,2024-11-05,2024-08-05,2024-10-27,election_window
2024,2024-11-05,2024-08-05,2024-10-28,election_window
2024,2024-11-05,2024-08-05,2024-10-29,election_window
2024,2024-11-05,2024-08-05,2024-10-30,election_window
2024,2024-11-05,2024-08-05,2024-10-31,election_window
2024,2024-11-05,2024-08-05,2024-11-01,election_window
2024,2024-11-05,2024-08-05,2024-11-02,election_window
2024,2024-11-05,2024-08-05,2024-11-03,election_window
2024,2024-11-05,2024-08-05,2024-11-04,election_window
2024,2024-11-05,2024-08-05,2024-11-05,election_window
2000,2000-01-21,2000-01-21,2000-01-21,us_equity_options_expiry
2000,2000-02-18,2000-02-18,2000-02-18,us_equity_options_expiry
2000,2000-03-17,2000-03-17,2000-03-17,us_equity_options_expiry
2000,2000-04-21,2000-04-21,2000-04-21,us_equity_options_expiry
2000,2000-05-19,2000-05-19,2000-05-19,us_equity_options_expiry
2000,2000-06-16,2000-06-16,2000-06-16,us_equity_options_expiry
2000,2000-07-21,2000-07-21,2000-07-21,us_equity_options_expiry
2000,2000-08-18,2000-08-18,2000-08-18,us_equity_options_expiry
2000,2000-09-15,2000-09-15,2000-09-15,us_equity_options_expiry
2000,2000-10-20,2000-10-20,2000-10-20,us_equity_options_expiry
2000,2000-11-17,2000-11-17,2000-11-17,us_equity_options_expiry
2000,2000-12-15,2000-12-15,2000-12-15,us_equity_options_expiry
2004,2004-01-16,2004-01-16,2004-01-16,us_equity_options_expiry
2004,2004-02-20,2004-02-20,2004-02-20,us_equity_options_expiry
2004,2004-03-19,2004-03-19,2004-03-19,us_equity_options_expiry
2004,2004-04-16,2004-04-16,2004-04-16,us_equity_options_expiry
2004,2004-05-21,2004-05-21,2004-05-21,us_equity_options_expiry
2004,2004-06-18,2004-06-18,2004-06-18,us_equity_options_expiry
2004,2004-07-16,2004-07-16,2004-07-16,us_equity_options_expiry
2004,2004-08-20,2004-08-20,2004-08-20,us_equity_options_expiry
2004,2004-09-17,2004-09-17,2004-09-17,us_equity_options_expiry
2004,2004-10-15,2004-10-15,2004-10-15,us_equity_options_expiry
2004,2004-11-19,2004-11-19,2004-11-19,us_equity_options_expiry
2004,2004-12-17,2004-12-17,2004-12-17,us_equity_options_expiry
2008,2008-01-18,2008-01-18,2008-01-18,us_equity_options_expiry
2008,2008-02-15,2008-02-15,2008-02-15,us_equity_options_expiry
2008,2008-03-21,2008-03-21,2008-03-21,us_equity_options_expiry
2008,2008-04-18,2008-04-18,2008-04-18,us_equity_options_expiry
2008,2008-05-16,2008-05-16,2008-05-16,us_equity_options_expiry
2008,2008-06-20,2008-06-20,2008-06-20,us_equity_options_expiry
2008,2008-07-18,2008-07-18,2008-07-18,us_equity_options_expiry
2008,2008-08-15,2008-08-15,2008-08-15,us_equity_options_expiry
2008,2008-09-19,2008-09-19,2008-09-19,us_equity_options_expiry
2008,2008-10-17,2008-10-17,2008-10-17,us_equity_options_expiry
2008,2008-11-21,2008-11-21,2008-11-21,us_equity_options_expiry
2008,2008-12-19,2008-12-19,2008-12-19,us_equity_options_expiry
2012,2012-01-20,2012-01-20,2012-01-20,us_equity_options_expiry
2012,2012-02-17,2012-02-17,2012-02-17,us_equity_options_expiry
2012,2012-03-16,2012-03-16,2012-03-16,us_equity_options_expiry
2012,2012-04-20,2012-04-20,2012-04-20,us_equity_options_expiry
2012,2012-05-18,2012-05-18,2012-05-18,us_equity_options_expiry
2012,2012-06-15,2012-06-15,2012-06-15,us_equity_options_expiry
2012,2012-07-20,2012-07-20,2012-07-20,us_equity_options_expiry
2012,2012-08-17,2012-08-17,2012-08-17,us_equity_options_expiry
2012,2012-09-21,2012-09-21,2012-09-21,us_equity_options_expiry
2012,2012-10-19,2012-10-19,2012-10-19,us_equity_options_expiry
2012,2012-11-16,2012-11-16,2012-11-16,us_equity_options_expiry
2012,2012-12-21,2012-12-21,2012-12-21,us_equity_options_expiry
2016,2016-01-15,2016-01-15,2016-01-15,us_equity_options_expiry
2016,2016-02-19,2016-02-19,2016-02-19,us_equity_options_expiry
2016,2016-03-18,2016-03-18,2016-03-18,us_equity_options_expiry
2016,2016-04-15,2016-04-15,2016-04-15,us_equity_options_expiry
2016,2016-05-20,2016-05-20,2016-05-20,us_equity_options_expiry
2016,2016-06-17,2016-06-17,2016-06-17,us_equity_options_expiry
2016,2016-07-15,2016-07-15,2016-07-15,us_equity_options_expiry
2016,2016-08-19,2016-08-19,2016-08-19,us_equity_options_expiry
2016,2016-09-16,2016-09-16,2016-09-16,us_equity_options_expiry
2016,2016-10-21,2016-10-21,2016-10-21,us_equity_options_expiry
2016,2016-11-18,2016-11-18,2016-11-18,us_equity_options_expiry
2016,2016-12-16,2016-12-16,2016-12-16,us_equity_options_expiry
2020,2020-01-17,2020-01-17,2020-01-17,us_equity_options_expiry
2020,2020-02-21,2020-02-21,2020-02-21,us_equity_options_expiry
2020,2020-03-20,2020-03-20,2020-03-20,us_equity_options_expiry
2020,2020-04-17,2020-04-17,2020-04-17,us_equity_options_expiry
2020,2020-05-15,2020-05-15,2020-05-15,us_equity_options_expiry
2020,2020-06-19,2020-06-19,2020-06-19,us_equity_options_expiry
2020,2020-07-17,2020-07-17,2020-07-17,us_equity_options_expiry
2020,2020-08-21,2020-08-21,2020-08-21,us_equity_options_expiry
2020,2020-09-18,2020-09-18,2020-09-18,us_equity_options_expiry
2020,2020-10-16,2020-10-16,2020-10-16,us_equity_options_expiry
2020,2020-11-20,2020-11-20,2020-11-20,us_equity_options_expiry
2020,2020-12-18,2020-12-18,2020-12-18,us_equity_options_expiry
2024,2024-01-19,2024-01-19,2024-01-19,us_equity_options_expiry
2024,2024-02-16,2024-02-16,2024-02-16,us_equity_options_expiry
2024,2024-03-15,2024-03-15,2024-03-15,us_equity_options_expiry
2024,2024-04-19,2024-04-19,2024-04-19,us_equity_options_expiry
2024,2024-05-17,2024-05-17,2024-05-17,us_equity_options_expiry
2024,2024-06-21,2024-06-21,2024-06-21,us_equity_options_expiry
2024,2024-07-19,2024-07-19,2024-07-19,us_equity_options_expiry
2024,2024-08-16,2024-08-16,2024-08-16,us_equity_options_expiry
2024,2024-09-20,2024-09-20,2024-09-20,us_equity_options_expiry
2024,2024-10-18,2024-10-18,2024-10-18,us_equity_options_expiry
2024,2024-11-15,2024-11-15,2024-11-15,us_equity_options_expiry
2024,2024-12-20,2024-12-20,2024-12-20,us_equity_options_expiry
